age,gender,raceEthnicity,education,region,householdType,householdSize,career,workArrangement,annualIncome,sideHustleIncome,monthlyIncome,housingStatus,housingCost,propertyTax,hoaFees,homeInsurance,utilities,internet,phone,ownsCar,carPayment,carInsurance,gas,publicTransit,carMaintenance,healthInsurance,oopMedical,dentalVision,lifeInsurance,studentLoans,ccPayment,personalLoans,medicalDebt,groceries,diningOut,coffee,alcohol,streaming,musicStreaming,gaming,gym,otherSubscriptions,clothing,personalCare,householdSupplies,childcare,petExpenses,entertainment,hobbies,travel,gifts,donations,retirement401k,iraContribution,emergencyFundContributions,generalSavings,investmentContributions,contributions529,totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,monthsSaved,financialHealth,ageCategory
31,Male,White,Bachelor's,South,Other,2,Retail,Office,20735.78479074187,24.901517321443407,17513.184447142157,Rent,1884.2943985914733,48.1655206237014,-2.738128573215405,106.80153071305816,224.0388102149153,60.37194928045838,136.98354106734698,True,12.63440869609151,233.19868111080842,71.1431546131846,-2.3911379002041704,53.06146750067277,407.0769208124007,68.83816985211536,81.79902391017282,-1.854727283904939,-4.875024946234549,61.93705411828037,-2.0552011752069874,0.7684588522739051,1187.9257508335013,408.7720494678698,10.312715521035077,42.009750528974564,36.02894490112891,-0.3413581336181057,0.4939452078449234,-0.46024036287465075,-0.7442278768725202,189.71154023285905,128.74422341867057,77.23054354021014,-17.641369335740254,99.28872430833572,26.337648605492305,112.4442345115273,92.29733193061747,125.2183716120391,-0.46304644028332714,5.857046668213243,3.8456957444409223,-2.263948827308914,6.034532904017555,5.010893962795302,-3.1346237605783873,5259.036875378546,1508.348714974874,279.594411184029,40.0059859251695,20.203417635115738,13.300729203566904,-0.2728456598313608,2.0388978297200975,FinanciallyVulnerable,25-30
50,Female,Asian,High School,Midwest,DINKS,3,Healthcare,Office,88419.04096662061,133.11705655377037,5066.455172319836,Rent,2881.210611137146,-12.298886836289858,2.932124425571767,78.89099373259322,137.04598133920456,116.2126037802388,73.33938536615247,True,-11.048724643910356,114.70504726976947,157.7789189020782,63.34946485007879,71.63144772601422,183.47261968403737,235.62096158495592,88.61996640813935,-0.21320484628607658,7.652166668493036,44.35359089105309,-0.2649637707976242,0.8145473611565501,645.4796950176215,712.1883617575213,29.114165920151297,61.47574269469162,51.1224153392208,-0.12172377694044723,-0.5143076993647738,70.94378407172003,-1.0336692074555922,160.0841259707778,150.66787454614987,139.53962527383703,-39.39003118854285,2.111709110275394,138.45107311002872,66.62165144434451,-7.125161894872345,130.154068234237,-1.4492466230118948,14.217779147157092,-1.8259903966490538,-2.4219161628566837,11.2815985499574,10.54735791864869,-3.615146884285935,4681.8391297379285,2282.9090171854555,92.7993015352622,21.50403457095846,36.9831441181652,7.923802805853648,0.22407588737873302,2.528270602752216,FinanciallyDistressed,35-40
42,Male,White,Some College/Associate's,South,Roommates,2,Retail,Hybrid,29440.539611433174,158.71072682855143,1565.6966832525768,Own,2199.1322705289044,248.4717675690625,2.580829031340209,74.60689838704756,223.99120615899875,81.45913020025054,71.80959252360115,True,3.6005730775875264,150.14072651981616,76.30886897302906,0.5042940291256627,73.38415555284091,-6.029590874162011,48.168015087316405,2.081587313303337,-1.434402101600796,-7.142113159095077,42.05493822935509,1.3639197295428587,333.4593629921369,1326.5253616503471,451.72351514742405,1.6270033111111006,38.50961752476219,29.435242114855228,14.894466876197225,0.9249199839127463,0.06708998135415067,-0.4452202036650138,144.25839413930314,145.4759094858932,61.31378149477203,-26.556665455202154,202.4655156658801,111.82347032931742,102.29748388490545,-25.74106139918156,137.70599900683786,-2.6324199724985844,4.752688341976125,5.213885770942032,-8.980858350170685,253.71898294527668,8.955119069010692,2.4338845276848335,7318.79107412419,55.34239713992774,-1785.654437911646,109.75238489574096,3.0771634886946653,8.880924442866068,0.5801075280783686,1.5248492982074486,FinanciallyVulnerable,30-35
25,Male,White,Some College/Associate's,Midwest,SingleParent,1,Manufacturing,Hybrid,51488.7056754388,78.98117420969697,7663.64362567726,Own,3016.9994547676856,144.4735067173009,-1.069076955127985,14.36580904069609,117.35600122076815,117.42903504204378,85.56546534728311,True,604.5211061442307,217.50521885644702,184.0186495796555,-2.2691406828193093,88.85211817675176,275.446414089737,180.29880902912717,2.203183591371375,-1.99628944184459,-9.287849486951398,257.24161673074605,-0.09335010686027975,-0.4552728617047508,469.5379781285642,451.8091884853166,22.41371158576388,77.65827435140227,41.348297717295225,10.510602707683594,1.069101406970877,-0.2610379134541141,-1.0246225471331016,362.0605557095619,39.77027147217038,56.95548778531301,772.8003551560764,2.0423800763050806,82.32519907980297,-1.7897908147276622,152.2969405542852,138.36530045213718,-1.527236854017116,15.390306407638375,1.9553658623537296,128.72131687981073,487.14693185010765,11.721538569957561,-2.029350656642831,7646.014287859656,290.5850523348038,-448.0491871214042,15.944974463348437,11.747448190355973,14.177563797935981,0.5077656571957528,3.6101953862892757,FinanciallyThriving,40-45
61,Female,Black/African American,Bachelor's,South,Other,4,Business,Office,33798.920911753165,30.49618576034006,7722.091188258377,Rent,3596.1790125488137,-7.3296114512243005,0.6438962228417014,129.5805731311694,229.33432536016576,125.33407229467109,88.40045564076254,True,21.10387725334825,163.67987087531273,259.85274274900047,-2.6036900752806678,66.11867639791912,75.63254750045833,197.70076546819342,3.4872038320490746,0.48898071276348143,-9.182729953236308,727.2621845501772,-1.1707341090238335,-0.16432304085432017,974.7829064193066,771.1297778137193,125.52692266524704,73.45964678286252,8.010083884087033,15.214176457315817,0.401874601898503,-1.3747485814852465,-1.344522700545249,85.22973712908059,118.09119214828962,107.17073021004279,-28.061757878855243,0.6226689671962359,9.859480515993788,12.3816264852002,99.30069669297957,118.12920096680214,0.07740380830657788,9.671528595220893,1.712507312366032,-9.636422746450654,7.335802862091614,6.538748045503451,-2.0768297572821464,6783.682665518843,2561.4485984941994,-790.1287027005333,14.964838453110204,3.1090665243942275,14.420530532498868,0.4825797523635022,2.131421632835639,FinanciallyVulnerable,60-65
72,Male,White,High School,Northeast,Single,1,Business,Hybrid,43260.56094270988,-21.50032118616661,17416.051448903683,Own,3387.1438028988878,-7.467666332717474,-1.4470798651580645,136.8651416915924,175.440564108532,53.629375656139096,29.82766589777135,True,847.9741252908264,216.13026207652044,155.56713782270157,0.5572248705905151,3.6108654902975093,115.97682895545964,164.58796479799423,1.7633882160180177,-1.1447148262125364,-7.967829699784434,300.49774484305453,2.0513186382045276,1.7935694641943452,419.41447913854876,263.66782392272466,-0.2389027184783714,85.3916094136066,30.864843673060403,-0.17744576391407121,0.6873501078867561,-1.3157089154232156,41.24421265595261,63.6824301620719,56.75961977849804,123.97744579586782,-5.3182242367048325,40.293999898855354,138.00369679785186,25.431051716430996,-10.381728082218881,98.34001045523887,1.6508721854746853,10.8318671558737,2.6622328230676873,-11.281464978833114,7.818494169506987,11.437385928965446,-0.18545125383058078,7558.92928191571,2524.9028719451485,112.98499040786066,24.5296612383362,0.6923366982641888,7.074369003486357,0.2645606535567524,2.436366453316543,FinanciallyDistressed,40-45
35,Male,White,Some College/Associate's,Midwest,Single,2,Business,Office,30652.196713109384,-29.920127589308496,6032.808600239852,Own,3093.7642130633035,-10.452002363382038,1.7024669620447128,25.495570026791103,198.3044328139133,70.19020037963125,61.74749489154653,True,14.293974254410761,137.7387347467759,75.1757898468978,-2.238332267420528,80.8417369721947,139.15285958554546,138.26441061707803,61.97902597206096,-3.11445039297967,-2.7580544866037817,289.7768174297123,0.7949668399264062,2.7229547151583637,1914.6635421592641,244.61943945250704,15.176904196386348,166.03521041702552,21.458994370594667,10.413472117041003,0.8737517002535133,-1.3751902055245429,0.4802617645682064,92.63927620515652,119.14029722925383,71.38384872907875,-7.5605874980783705,144.12690173093105,34.7580820865942,-0.1974223772321636,32.590557256941764,92.32720799326616,-0.9428182964239552,9.950510278631747,-2.274896518720328,-3.512683264553688,5.951606814156141,-3.250194157909854,2.0068158267973266,8201.661135306214,432.5704960419144,-1149.2993581342828,58.5238995934409,18.55034343120424,16.497585566875287,0.22892423022586408,4.354744963977474,FinanciallyVulnerable,25-30
35,Female,White,Bachelor's,South,SingleParent,3,Retired,Office,26193.461197996035,229.05187609638315,2353.4026491258264,Own,1878.6574108724265,4.667945510949405,3.8603846604153764,162.88082276174566,154.61203362492668,112.30679292150907,72.01245040345941,False,193.20904930742853,202.23471227444173,138.3291410283175,-0.3504828597056456,3.491408148804237,27.421319955658078,131.64354372728243,41.606383064514446,-1.626626997013657,-9.391855827038789,753.2255498589493,2.3544057719791147,0.4613798937415151,279.69001228476236,464.0804757872048,19.497185725976752,55.42308783539583,19.233831902024086,12.000309430612031,-0.17859098473428578,-1.2524747974149935,-1.236698275166246,141.13170708766305,113.92668302969065,111.35033326161752,599.7401770010596,0.40806912690681024,101.87384303628892,-2.8329922819970044,-29.06157122296328,132.94579929809723,-1.379380510490411,8.009599558677955,-0.9613420357920315,66.26109027094387,2.4305201476757996,7.453789851024522,-3.5643780675274503,5181.195493955063,2596.514968839957,-2440.534650124427,36.93170197284326,5.787445777807076,20.39769423813842,0.39166712685689303,3.4925882721430805,FinanciallyVulnerable,40-45
45,Female,White,High School,Northeast,Single,1,Technology,Office,23122.38415890232,6.385554518548228,14029.046882060506,Own,4245.643638890272,-7.812040688861332,2.3955516207618794,33.047972027547885,160.29140165220483,99.40010553470717,292.1707183999961,True,-10.469880361686073,153.86723105669284,38.74524855518631,87.38484145179218,-2.0000780987849662,354.87818597407886,267.2443439020414,69.92876678756598,-0.3057886201542451,-3.300193562877803,27.723234346917657,2.8473739384854597,-1.780855184321683,1311.6991822971327,560.6599686217943,10.357451224591248,18.782949034882787,27.74080419793552,13.718736118839068,22.69392454947384,-0.15496439796088787,-0.02982160929884633,193.16329651540505,6.815034179734198,111.79587651410951,-18.84550168693705,118.19891504719676,82.60189537167139,-3.126346989564955,113.67592993009308,29.151973058462275,-0.8196916490130889,10.000756740876376,6.240317066402527,1.1196624298438091,5.231659418249414,7.619061945460651,-2.7071164308749913,5148.35842169728,2325.461568513249,3306.087446832492,79.32840209982916,30.445010030627003,0.17485734804870914,0.4634616575260531,5.030878885028754,FinanciallyDistressed,35-40
56,Male,Hispanic/Latino,High School,South,SingleParent,3,Manufacturing,Office,14757.030203202114,225.68229804859297,2927.025207789574,Own,2875.8993264245178,-0.3158846439831192,0.8073626574029299,26.923190175611683,174.17466581236405,114.69851892277205,64.30812474666249,True,2.1730877192145046,198.84320353882856,68.73419748978033,-0.8296214465547603,145.18602397892312,16.466984383256488,114.69531410679723,61.51396569661915,-1.6830699355807681,-5.4258466375277905,-13.659806073756343,-3.7142185594067585,-0.9803215227037828,1758.1193867714264,370.8381067191966,148.58292955493968,100.3572932049892,61.592759917333744,0.11748143232191562,0.7448703920178652,-0.7718296614664186,-0.4500844203830043,113.09621942725593,113.55887881301543,67.00786414976595,8.012406316714065,98.41742096690336,149.4792863502946,-1.9251642550996002,-15.092132613301999,115.18361267854401,1.06235415698719,9.413589352904754,2.9527621522777125,-16.027253210989173,-3.906003211316659,8.058779646919366,-3.397264629686422,8673.733653657859,2162.8106351924375,-2361.581060140483,64.3873864299487,22.995092127894964,0.6745305113100963,0.4791961818884621,2.381242917171596,FinanciallyVulnerable,50-55
